stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,platform_code
"208855","Taronga Zoo, Bradleys Head Rd","-33.84209","151.243489","","","1",""
"208856","Taronga Zoo Wharf, Athol Wharf Rd","-33.84579","151.239752","","","1",""
"208857","Bradleys Head Rd opp Ashton Park","-33.84478","151.244345","","","1",""
"208858","Bradleys Head Rd at Whiting Beach Rd","-33.840762","151.243629","","","1",""
"208859","Bradleys Head Rd at Thompson St","-33.839237","151.244577","","","1",""
"208860","Bradleys Head Rd at Union St","-33.836841","151.245977","","","1",""
"208861","Bradleys Head Rd at Queen St","-33.835089","151.246017","","","1",""
"208862","Bradleys Head Rd at Prince Albert St","-33.832118","151.24427","","","1",""
"208863","Military Rd at Raglan St","-33.831314","151.244188","","","1",""
"208864","Mosman High School, Military Rd","-33.829364","151.244022","","","1",""
"208865","Mosman High School, Gladstone Ave","-33.829666","151.242787","","","1",""
"208867","Mosman High, Gladstone Ave","-33.830033","151.24282","","","1",""
"208868","Mosman High, Gladstone Ave","-33.830159","151.242828","","","1",""
"208869","Military Rd at Gouldsbury St","-33.828057","151.243946","","","1",""
"208870","Military Rd opp Almora St","-33.826801","151.243799","","","1",""
"208871","Spit Junction, Military Rd","-33.824929","151.241566","","","1",""
"208872","Raglan St opp Martens Lane","-33.830832","151.244701","","","1",""
"208873","Raglan St after Muston St","-33.830742","151.246066","","","1",""
"208874","Raglan St opp Gibson Rd","-33.829516","151.247404","","","1",""
"208875","Raglan St at Esther Rd","-33.827407","151.249724","","","1",""
"208876","Raglan St at The Esplanade","-33.826402","151.251011","","","1",""
"208879","The Esplanade at Awaba St","-33.822156","151.250404","","","1",""
"208880","Queenwood School for Girls, Waitovu St","-33.822761","151.249668","","","1",""
"208882","Queenwood School for Girls, Waitovu St","-33.823026","151.249614","","","0",""
"208887","Mandolong Rd at The Esplanade","-33.823253","151.250413","","","1",""
"208888","The Esplanade opp Hunter Park","-33.82444","151.250984","","","1",""
"208889","Raglan St at The Esplanade","-33.826562","151.251063","","","1",""
"208890","Raglan St opp Esther Rd","-33.827545","151.249873","","","1",""
"208891","Raglan St after Gibson Rd","-33.829411","151.247582","","","1",""
"208892","Raglan St at Muston St","-33.830908","151.245971","","","1",""
"208893","Raglan St at Military Rd","-33.830994","151.244615","","","1",""
"208894","Redan St after Raglan St","-33.831193","151.246877","","","1",""
"208895","Wolseley Rd opp The Tar","-33.832229","151.247877","","","1",""
"208896","Wolseley Rd at Gordon St","-33.831667","151.249884","","","1",""
"208897","Wolseley Rd at Beaconsfield Rd","-33.831862","151.251012","","","1",""
"208898","Beaconsfield Rd at Frascatti Lane","-33.833098","151.251034","","","1",""
"208911","Watson Street Interchange, Stand B","-33.830159","151.218018","","","1",""
"208912","Watson Street Interchange, Stand A","-33.830228","151.218006","","","1",""
"208913","Neutral Bay Junction, Military Rd, Stand B","-33.831648","151.222936","","","1",""
"208914","Neutral Bay Junction, Military Rd, Stand A","-33.831653","151.22274","","","1",""
"208915","Wycombe Rd after Military Rd","-33.832002","151.222389","","","1",""
"208916","Ben Boyd Rd at Yeo St","-33.832183","151.219242","","","1",""
"208917","Ben Boyd Rd before Undercliff St","-33.834467","151.218844","","","1",""
"208918","Ben Boyd Rd opp Premier St","-33.835463","151.21716","","","1",""
"208919","Ben Boyd Rd at Phillips St","-33.8372","151.217294","","","1",""
"208920","Spruson St before Montpelier St","-33.834945","151.215392","","","1",""
"208921","Montpelier St before Rawson St","-33.835789","151.214784","","","1",""
"208922","Rawson St at Kurraba Rd","-33.838337","151.21388","","","1",""
"208923","Rawson St at Eaton St","-33.835917","151.214172","","","1",""
"208924","Spruson St after Montpelier St","-33.834985","151.215564","","","1",""
"208925","Phillips St at Ben Boyd Rd","-33.837452","151.216927","","","1",""
"208926","Ben Boyd Rd at Premier St","-33.835311","151.217232","","","1",""
"208927","Ben Boyd Rd at Lindsay St","-33.834132","151.218726","","","1",""
"208928","Ben Boyd Rd before Yeo St","-33.83236","151.219022","","","1",""
"208929","Wycombe Rd before Military Rd","-33.831998","151.222231","","","1",""
"208930","Wycombe Rd at Shellcove Rd","-33.834938","151.221839","","","1",""
"208931","Wycombe Rd opp Raymond Rd","-33.83652","151.221689","","","1",""
"208932","Wycombe Rd at Harriette St","-33.838243","151.221963","","","1",""
"208933","Wycombe Rd at Kurraba Rd","-33.840046","151.221357","","","1",""
"208934","Kurraba Rd opp Thrupp St","-33.840139","151.220118","","","1",""
"208935","Neutral Bay Wharf, Hayes St","-33.841928","151.218916","","","1",""
"208936","Lower Wycombe Rd at Hayes St","-33.840957","151.219259","","","1",""
"208937","Lower Wycombe Rd at Kurraba Rd","-33.840483","151.221016","","","1",""
"208938","Wycombe Rd at Harriette St","-33.838219","151.221788","","","1",""
"208939","Wycombe Rd at Raymond Rd","-33.836576","151.221523","","","1",""
"208940","Wycombe Rd opp Bennett St","-33.834455","151.221734","","","1",""
"208941","Wycombe Rd at Yeo St","-33.832483","151.222124","","","1",""
"208942","Rangers Rd before Military Rd","-33.831974","151.223789","","","1",""
"208944","Neutral Bay Junction, Military Rd, Stand D","-33.831494","151.22363","","","1",""
"208945","Neutral Bay Junction, Military Rd, Stand C","-33.831645","151.223086","","","1",""
"208947","Big Bear Shopping Centre, Military Rd","-33.829904","151.218438","","","1",""
"208948","Neutral Bay Junction, Military Rd, Stand E","-33.831205","151.22172","","","1",""
"208960","Military Rd opp Big Bear Shopping Centre","-33.830281","151.218655","","","0",""
"209011","Grafton St opp Fall St","-33.82392","151.219726","","","1",""
"209012","Earle St opp View St","-33.825188","151.220651","","","1",""
"209013","Earle St at Young St","-33.825087","151.222536","","","1",""
"209014","Grasmere Rd opp Grasmere Children's Park","-33.826826","151.223068","","","1",""
"209015","Benelong Rd after Brightmore St","-33.824655","151.226259","","","1",""
"209016","Benelong Rd at Brightmore St","-33.825662","151.22479","","","1",""
"209017","Benelong Rd at Grasmere Rd","-33.826928","151.223792","","","1",""
"209018","Waters Rd at Reynolds St","-33.827826","151.225193","","","1",""
"209019","Military Rd before Hampden Ave","-33.830684","151.225807","","","1",""
"209020","Military Rd opp Redlands Senior Campus","-33.830847","151.225415","","","1",""
"209021","Military Rd opp Hampden Ave","-33.830804","151.224961","","","1",""
"209022","Grasmere Rd at Waters Rd","-33.827535","151.224911","","","1",""
"209023","Earle St opp Young St","-33.825223","151.222487","","","1",""
"209024","Earle St opp Grafton St","-33.825164","151.220241","","","1",""
"209025","Grafton St at Fall St","-33.824307","151.219735","","","1",""
"209026","Florence St at Reed St","-33.83522","151.227845","","","1",""
"209027","Murdoch St opp Bennett St","-33.836138","151.226465","","","1",""
"209028","Murdoch St before Iredale Ave","-33.837487","151.2263","","","1",""
"209029","Milson Rd opp Prior Ave","-33.838314","151.226009","","","1",""
"209030","109 Milson Rd","-33.840248","151.226504","","","1",""
"209031","Milson Rd at Sirius St","-33.841145","151.226877","","","1",""
"209032","Milson Rd opp 58","-33.842878","151.227499","","","1",""
"209033","Milson Rd at Rialto Ave","-33.844358","151.22828","","","1",""
"209034","Milson Rd before Cremorne Rd","-33.845925","151.229818","","","1",""
"209035","Cremorne Point Wharf, Milson Rd","-33.847365","151.230551","","","1",""
"209036","Military Rd at Spencer Rd","-33.829026","151.228593","","","0",""
"209040","Milson Rd after Cremorne Rd","-33.845575","151.229289","","","1",""
"209041","Milson Rd opp Rialto Ave","-33.844565","151.228299","","","1",""
"209042","58 Milson Rd","-33.842889","151.227356","","","1",""
"209043","Milson Rd opp Sirius St","-33.8414","151.226808","","","1",""
"209044","116 Milson Rd","-33.84051","151.226427","","","1",""
"209045","Milson Rd at Prior Ave","-33.838524","151.225813","","","1",""
"209046","Murdoch St before Bannerman St","-33.837311","151.226145","","","1",""
"209047","Murdoch St after Bennett St","-33.83599","151.226316","","","1",""
"209049","Redlands Junior Campus, Murdoch St","-33.831973","151.226659","","","1",""
"209051","Florence St at Reed St","-33.835025","151.227471","","","1",""
"209052","Florence St at Spofforth St","-33.83513","151.228568","","","1",""
"209053","Spofforth St opp Reginald St","-33.833582","151.229105","","","1",""
"209054","Spofforth St at Cranbrook Ave","-33.832159","151.229433","","","1",""
"209055","Spofforth St at Holt Ave","-33.830547","151.229764","","","1",""
"209056","Spofforth St after Cabramatta Rd","-33.82882","151.230122","","","1",""
"209057","Spofforth St at Military Rd","-33.828489","151.230195","","","1",""
"209058","Military Rd opp Holt Ave","-33.829479","151.227711","","","1",""
"209059","Military Rd before Cabramatta Rd","-33.828469","151.229763","","","1",""
"209060","Gerard St after Winnie St","-33.828335","151.226323","","","1",""
"209061","Gerard St at Benelong Rd","-33.826929","151.229275","","","1",""
"209062","Macpherson St opp Prince St","-33.825667","151.231232","","","1",""
"209063","Macpherson St at Montague Rd","-33.823724","151.231593","","","1",""
"209064","Macpherson St opp Middle Harbour Public School","-33.82257","151.231831","","","1",""
"209065","Macpherson St at Ellalong Rd","-33.818764","151.232731","","","1",""
"209066","Gerard St opp Benelong Rd","-33.82708","151.229342","","","1",""
"209067","Gerard St before Winnie St","-33.828652","151.226012","","","1",""
"209068","Macpherson St after Fernhurst Ave","-33.820791","151.232216","","","1",""
"209136","NBSC Freshwater Senior Campus, Harbord Rd","-33.766748","151.279216","","","0",""
"209211","Manly Rd opp Avona Cres","-33.799502","151.249553","","","1",""
"209212","Manly Rd at Avona Cres","-33.799942","151.24893","","","1",""
"209213","Battle Bvd at Manly Rd","-33.800165","151.246758","","","1",""
"209214","Battle Bvd at Seaforth Cres","-33.801463","151.243223","","","1",""
"209215","Palmerston Pl after Alan Ave","-33.79965","151.243776","","","1",""
"209216","Ponsonby Pde opp Palmerston Pl","-33.798338","151.244749","","","1",""
"209217","Alan Ave after Palmerston Pl","-33.800084","151.243368","","","1",""
"209218","Salisbury Sq before Ponsonby Pde","-33.798719","151.242521","","","1",""
"209219","Seaforth Cres opp Sangrado Park","-33.798501","151.241202","","","1",""
"209220","Seaforth Cres after Princes Prom","-33.799859","151.23896","","","1",""
"209221","Princes Prom opp Richmond Rd","-33.801743","151.239532","","","1",""
"209222","Ponsonby Pde at Panorama Pde","-33.798063","151.246785","","","1",""
"209223","Ponsonby Pde opp Old Sydney Rd","-33.798297","151.248505","","","1",""
"209224","Frenchs Forest Rd at Ellery Pde","-33.79656","151.249877","","","1",""
"209225","Frenchs Forest Rd opp Seaforth Public School","-33.794474","151.250362","","","1",""
"209226","Brook Rd opp Seaforth Public School","-33.793014","151.250682","","","1",""
"209227","Clontarf St at Lister Ave","-33.787036","151.242124","","","1",""
"209228","Clontarf St at Lister Ave","-33.786981","151.241983","","","1",""
"209229","Lister Ave at Wakehurst Pkwy","-33.787045","151.240425","","","1",""
"209230","Lister Ave at Wakehurst Pkwy","-33.786893","151.240391","","","1",""
"209231","Wakehurst Pkwy after Lister Ave","-33.787465","151.240399","","","1",""
"209232","Wakehurst Pkwy opp Castle Cct","-33.788973","151.241103","","","1",""
"209233","Clontarf St opp Callicoma Rd","-33.791606","151.241201","","","1",""
"209234","Frenchs Forest Rd at Montauban Ave","-33.792722","151.244387","","","1",""
"209235","Frenchs Forest Rd before Baringa Ave","-33.793207","151.247707","","","1",""
"209236","Frenchs Forest Rd opp Baringa Ave","-33.793332","151.247468","","","1",""
"209237","Frenchs Forest Rd at Redman St","-33.792812","151.244025","","","1",""
"209238","Clontarf St opp Montauban Ave","-33.791291","151.241058","","","1",""
"209239","Wakehurst Pkwy before Castle Cct","-33.78928","151.240998","","","1",""
"209240","Wakehurst Pkwy opp Lister Ave","-33.787183","151.240064","","","1",""
"209241","Wakehurst Pkwy opp Armstrong St","-33.785739","151.239436","","","1",""
"209242","Seaforth Oval, Wakehurst Pkwy","-33.782403","151.237876","","","1",""
"209243","Wakehurst Pkwy opp Judith St","-33.780623","151.237819","","","1",""
"209245","Judith St after Clontarf St","-33.782462","151.242397","","","1",""
"209246","Wakehurst Pkwy opp Seaforth Oval","-33.782933","151.238358","","","1",""
"209247","Wakehurst Pkwy at Armstrong St","-33.785692","151.239612","","","1",""
"209249","Ponsonby Pde before Palmerston Pl","-33.798422","151.245087","","","1",""
"209250","Sydney Rd opp Kempbridge Ave","-33.797159","151.251335","","","1",""
"209251","Balgowlah RSL Memorial Club, Ethel St","-33.797631","151.251219","","","1",""
"209252","Sydney Rd after Kempbridge Ave","-33.7968","151.251447","","","1",""
"209253","Wakehurst Pkwy opp Kirkwood St","-33.778781","151.238206","","","1",""
"209254","Wakehurst Pkwy at Judith St","-33.780369","151.238064","","","1",""
"209255","Seaforth Public School, Frenchs Forest Rd","-33.794435","151.250543","","","1",""
"209256","Seaforth Public School, Frenchs Forest Rd","-33.794586","151.250511","","","1",""
"209257","Seaforth Public School, Frenchs Forest Rd","-33.79474","151.25048","","","1",""
"209258","Seaforth Public School, Brook Rd","-33.793053","151.250839","","","1",""
"209259","Ross St at Sydney Rd","-33.797526","151.249091","","","1",""
"209260","Panorama Pde at Ponsonby Pde","-33.797985","151.247049","","","1",""
"209261","Edgecliffe Esp opp Ashton Ave","-33.801887","151.24143","","","1",""
"209262","Edgecliffe Esp at Palmerston Pl","-33.800892","151.243242","","","1",""
"209263","Grandview Gr before Panorama Pde","-33.797039","151.246279","","","1",""
"209264","Grandview Gr opp Aden St","-33.796695","151.243732","","","1",""
"209265","Princes Prom at Alan Ave","-33.800643","151.23927","","","1",""
"209266","Grandview Gr after Panorama Pde","-33.79716","151.246217","","","1",""
"209267","Grandview Gr at Munoora St","-33.796539","151.241916","","","1",""
"209268","Ellery Pde after Munoora St","-33.795139","151.241233","","","1",""
"209269","Dalwood Ave opp Peacock St","-33.794118","151.240498","","","1",""
"209270","Peacock St after Redman St","-33.794381","151.243986","","","1",""
"209271","Peacock St at Reid St","-33.794717","151.246205","","","1",""
"209272","Peacock St before Frenchs Forrest Rd","-33.795232","151.249619","","","1",""
"209273","Peacock St after Frenchs Forrest Rd","-33.795359","151.249761","","","1",""
"209274","Peacock St at Reid St","-33.794873","151.246645","","","1",""
"209275","Peacock St at Redman St","-33.794453","151.243699","","","1",""
"209276","Dalwood Ave at Peacock St","-33.794282","151.240602","","","1",""
"209277","Grandview Gr at Munoora St","-33.796428","151.24194","","","1",""
"209278","Seaforth Public School, Benelong St","-33.791502","151.248661","","","1",""
"209311","Balgowlah Golf Club, Sydney Rd","-33.795659","151.254056","","","1",""
"209312","Sydney Rd before Wanganella St","-33.794669","151.257402","","","1",""
"209313","Sydney Rd at Rickard St","-33.794059","151.259456","","","1",""
"209314","Sydney Rd before Woodland St","-33.79396","151.262277","","","1",""
"209315","Sydney Rd at Condamine St","-33.794291","151.26442","","","1",""
"209316","Condamine St opp Balgowlah Uniting Church","-33.79409","151.264826","","","1",""
"209317","Condamine St at Griffiths St","-33.792185","151.265211","","","1",""
"209318","Condamine St at Balgowlah Rd","-33.789962","151.265647","","","1",""
"209319","Condamine St opp Manly Vale Community Centre","-33.783105","151.267421","","","1",""
"209320","St Kieran's Church, Codamine St","-33.782429","151.267569","","","1",""
"209321","Condamine St after Gordon St","-33.781323","151.267663","","","1",""
"209322","Miller Reserve, Condamine St","-33.77828","151.267031","","","1",""
"209323","Condamine St at Gordon St","-33.781454","151.267958","","","1",""
"209324","Manly Vale Community Centre, Condamine St","-33.783174","151.267689","","","1",""
"209325","Manly Vale B-Line, Condamine St","-33.786324","151.26683","","","1",""
"209326","Manly Vale B-Line, Condamine St","-33.786134","151.266627","","","1",""
"209327","Condamine St at Balgowlah Rd","-33.790085","151.265797","","","1",""
"209328","Condamine St at Griffiths St","-33.791913","151.265459","","","1",""
"209329","Balgowlah Uniting Church, Condamine St","-33.793974","151.265034","","","1",""
"209330","Sydney Rd at Woodland St","-33.794242","151.26309","","","1",""
"209331","Sydney Rd at West St","-33.794075","151.26016","","","1",""
"209332","Sydney Rd at Wanganella St","-33.79462","151.258283","","","1",""
"209334","Sydney Rd at Coral St","-33.795817","151.254215","","","1",""
"209335","Manly Rd at Heaton Ave","-33.798917","151.251641","","","1",""
"209336","Bangaroo St at Worrobil St","-33.790498","151.250951","","","1",""
"209337","St Pauls Rd opp Hunter St","-33.78934","151.250046","","","1",""
"209338","Hunter St before Woodbine St","-33.787818","151.250058","","","1",""
"209339","Eileen St opp Woolgoolga St","-33.78673","151.249899","","","1",""
"209340","Coramba St at Eileen St","-33.787435","151.248285","","","1",""
"209341","Coramba St at Eileen St","-33.78739","151.248517","","","1",""
"209342","Coramba St before Taree Ave","-33.786426","151.24618","","","1",""
"209343","Coramba St after Taree Ave","-33.786308","151.246233","","","1",""
"209344","Urunga St at Taree Ave","-33.786611","151.245031","","","1",""
"209345","Urunga St at Clontarf St","-33.785519","151.242682","","","1",""
"209346","Urunga St at Clontarf St","-33.785422","151.242784","","","1",""
"209350","Woodbine Street Shops, Woodbine St","-33.786699","151.251148","","","1",""
"209351","Woodbine St opp Woodbine Street Shops","-33.786636","151.250722","","","1",""
"209352","Woodbine St at Nimbin St","-33.785248","151.247802","","","1",""
"209353","Balgowlah North Public School, Manning St","-33.782631","151.247064","","","1",""
"209354","Manning St after Mons Rd","-33.782302","151.244878","","","1",""
"209356","Woodbine St at Kalaui St","-33.787496","151.253234","","","1",""
"209357","Daisy St opp Woodbine St","-33.788447","151.255024","","","1",""
"209358","Myrtle St at Abingdon St","-33.788946","151.255763","","","1",""
"209359","Kitchener St opp Wanganella St","-33.789744","151.258535","","","1",""
"209360","Kitchener St at West St","-33.790084","151.260872","","","1",""
"209361","Balgowlah Rd opp Woodland St","-33.789772","151.263078","","","1",""
"209362","Balgowlah Rd before Condamine St","-33.790055","151.265129","","","1",""
"209363","Balgowlah Rd opp Boyle St","-33.790555","151.268328","","","1",""
"209364","Balgowlah Rd at Boyle St","-33.790664","151.268133","","","1",""
"209365","Balgowlah Rd after Condamine St","-33.790171","151.264825","","","1",""
"209366","Balgowlah Rd after Woodland St","-33.789858","151.262854","","","1",""
"209367","Kitchener St after West St","-33.790195","151.260832","","","1",""
"209368","Kitchener St before Wanganella St","-33.790007","151.259451","","","1",""
"209370","Myrtle St opp Abingdon St","-33.789099","151.25577","","","1",""
"209371","Daisy St at Woodbine St","-33.78838","151.25485","","","1",""
"209372","Woodbine St opp Tottenham St","-33.787735","151.253435","","","1",""
"209373","Lauderdale Ave at King Ave","-33.797148","151.267864","","","1",""
"209374","White St at Condamine St","-33.796856","151.264695","","","1",""
"209376","White St at Jackson St","-33.796573","151.262765","","","1",""
"209378","Woodland St before White St","-33.796042","151.262374","","","1",""
"209379","Woodland St at Lower Beach St","-33.798579","151.261832","","","1",""
"209380","New St at Bungaloe Ave","-33.801379","151.262761","","","1",""
"209381","Bungaloe Ave opp New St","-33.800284","151.262444","","","1",""
"209382","Bungaloe Ave after Lower Beach St","-33.800131","151.262653","","","1",""
"209383","New St at Condamine St","-33.801327","151.263217","","","1",""
"209384","New St opp Nanbaree Reserve","-33.801568","151.264772","","","1",""
"209385","Curban St before New St","-33.80236","151.266342","","","1",""
"209386","Curban St opp Valley Rd","-33.804352","151.266022","","","1",""
"209387","Curban St at Concise St","-33.805704","151.265948","","","1",""
"209388","Bareena Park, Curban St","-33.805896","151.261943","","","1",""
"209390","Ernest St after Lewis St","-33.804451","151.257903","","","1",""
"209391","Ernest St before Beatrice St","-33.804343","151.257134","","","1",""
"209392","Beatrice St opp Gordon St","-33.805465","151.256522","","","1",""
"209393","10 Beatrice St","-33.808137","151.256011","","","1",""
"209394","Beatrice St at Moore St","-33.809386","151.255781","","","1",""
"209395","Alma St at Woodland St","-33.809321","151.258694","","","1",""
"209396","Woodland St after Alder St","-33.808623","151.259404","","","1",""
"209397","Woodland St opp Bareena Dr","-33.807012","151.25993","","","1",""
"209398","Woodland St before Ernest St","-33.805159","151.260281","","","1",""
"209399","Woodland St after Ernest St","-33.805136","151.260447","","","1",""
"209411","Balgowlah Rd opp Hill St","-33.790787","151.270013","","","1",""
"209412","Manly Golf Club, Balgowlah Rd","-33.791136","151.272661","","","1",""
"209413","Balgowlah Rd opp Suwarrow St","-33.791095","151.275621","","","1",""
"209414","Arthur St at Francis St","-33.791566","151.279001","","","1",""
"209415","Birkley Rd at Arthur St","-33.79215","151.281095","","","1",""
"209416","Arthur St at Francis St","-33.79167","151.278817","","","1",""
"209417","Balgowlah Rd before Suwarrow St","-33.791093","151.2766","","","1",""
"209418","Balgowlah Rd opp Manly Golf Club","-33.791366","151.273148","","","1",""
"209419","Balgowlah Rd at Hill St","-33.79097","151.270218","","","1",""
"209420","Lauderdale Ave opp Woods Pde","-33.799074","151.275157","","","1",""
"209421","Lauderdale Ave at Bolingbroke Pde","-33.798793","151.273534","","","1",""
"209422","Lauderdale Ave opp Rosedale Ave","-33.798052","151.27127","","","1",""
"209423","79 Lauderdale Ave","-33.797492","151.27003","","","1",""
"209424","Lauderdale Ave opp King Ave","-33.797039","151.26787","","","1",""
"209425","Lauderdale Ave opp 79","-33.79737","151.270028","","","1",""
"209426","Lauderdale Ave after Rosedale Ave","-33.797969","151.271657","","","1",""
"209427","Lauderdale Ave opp Bolingbroke Pde","-33.798652","151.273557","","","1",""
"209428","Lauderdale Ave at Woods Pde","-33.7991","151.275556","","","1",""
"209429","Manly West Public School, Hill St","-33.792049","151.269856","","","1",""
"209430","Fairlight St at Woods Pde","-33.797271","151.276458","","","1",""
"209431","Fairlight St before Bolingbroke Pde","-33.797036","151.274816","","","1",""
"209432","Hilltop Cres at Fairlight St","-33.796604","151.272938","","","1",""
"209433","Hilltop Cres at Krui St","-33.795753","151.270584","","","1",""
"209434","Hill St at Hilltop Cres","-33.795282","151.269172","","","1",""
"209435","Hilltop Cres at Austin St","-33.795625","151.270973","","","1",""
"209436","Hilltop Cres opp Fairlight St","-33.796706","151.273424","","","1",""
"209437","Fairlight St at Woods Pde","-33.797061","151.275876","","","1",""
"209438","Sydney Rd opp Crescent St","-33.796105","151.277775","","","1",""
"209440","Sydney Rd opp Cohen St","-33.795818","151.275583","","","1",""
"209441","Sydney Rd at Bellevue St","-33.795099","151.273161","","","1",""
"209442","Sydney Rd at Austin St","-33.795098","151.271415","","","1",""
"209443","Sydney Rd at Austin St","-33.794934","151.271597","","","1",""
"209444","Sydney Rd at Brisbane St","-33.795047","151.273733","","","1",""
"209445","Sydney Rd at Cohen St","-33.795613","151.27545","","","1",""
"209446","Sydney Rd at Thornton St","-33.795885","151.277032","","","1",""
"209511","Manly Wharf, Belgrave St, Stand E","-33.797588","151.28474","","","1",""
"209512","Manly Aquatic Centre, Kenneth Rd","-33.788699","151.278862","","","1",""
"209513","Manly Wharf, Belgrave St, Stand F","-33.797845","151.284693","","","1",""
"209515","Quarantine Station, North Head Scenic Dr","-33.81226","151.29426","","","1",""
"209516","Manly Wharf, Belgrave St, Stand G","-33.798036","151.284649","","","1",""
"209519","Manly Wharf, West Promenade, Stand J","-33.79783","151.284269","","","1",""
"209520","Francis St at Balgowlah Rd","-33.790245","151.278637","","","1",""
"209521","Manly Village Public School, Victoria Pde","-33.799807","151.2878","","","1",""
"209522","Manly Village Public School, Victoria Pde","-33.799604","151.288117","","","1",""
"209523","Manly Wharf, West Esplanade, Stand A","-33.798826","151.283468","","","1",""
"209524","Birkley Rd opp Arthur St","-33.792302","151.281239","","","1",""
"209526","The Crescent at Laurence St","-33.79879","151.277839","","","1",""
"209527","The Crescent at Margaret St","-33.799374","151.277036","","","1",""
"209528","West Esplanade opp Manly Art Gallery","-33.79824","151.281934","","","1",""
"209529","Augusta Rd at Birkley Rd","-33.793157","151.281175","","","1",""
"209530","Augusta Rd at Quinton Rd","-33.793129","151.281718","","","1",""
"209531","Quinton Rd at Raglan St","-33.794866","151.281858","","","1",""
"209532","Raglan St opp Manly Oval","-33.795082","151.282514","","","1",""
"209533","Raglan St before Pittwater Rd","-33.795411","151.284696","","","1",""
"209534","Fairlight St at Laurence St","-33.797593","151.278425","","","1",""
"209535","Fairlight St opp Laurence St","-33.797429","151.278333","","","1",""
"209536","LM Graham Reserve, Balgowlah Rd","-33.790167","151.27814","","","1",""
"209537","Sydney Rd opp Ivanhoe Park","-33.796591","151.282841","","","1",""
"209538","Sydney Rd opp Birkley Rd","-33.796194","151.280576","","","1",""
"209539","Sydney Rd opp George St","-33.795945","151.279901","","","1",""
"209540","Ivanhoe Park, Sydney Rd","-33.796415","151.282713","","","1",""
"209541","Manly Tennis Club, Belgrave St","-33.795874","151.285091","","","1",""
"209542","Pittwater Rd opp Steinton St","-33.793517","151.28542","","","1",""
"209543","Pittwater Rd at Pine St","-33.790894","151.285117","","","1",""
"209544","Pittwater Rd opp Collingwood St","-33.788054","151.284476","","","1",""
"209545","Pittwater Rd before Balgowlah Rd","-33.786978","151.282277","","","1",""
"209546","Keirle Park, Pittwater Rd","-33.785275","151.280961","","","1",""
"209547","Pittwater Rd opp Keirle Park","-33.785225","151.281209","","","1",""
"209548","Pittwater Rd after Balgowlah Rd","-33.786957","151.283228","","","1",""
"209549","Pittwater Rd after Collingwood St","-33.788153","151.284676","","","1",""
"209550","Pittwater Rd at Pine St","-33.790396","151.285171","","","1",""
"209551","Pittwater Rd at Carlton St","-33.792487","151.28563","","","1",""
"209552","Pittwater Rd at Raglan St","-33.795334","151.285271","","","1",""
"209554","North Steyne opp Carlton St","-33.792582","151.287042","","","1",""
"209555","Pine St opp North Steyne SLSC","-33.790472","151.286871","","","1",""
"209556","North Steyne at Pacific St","-33.788354","151.28723","","","1",""
"209557","North Steyne opp Queenscliff SLSC","-33.786349","151.287549","","","1",""
"209558","Queenscliff SLSC, North Steyne","-33.785746","151.287594","","","1",""
"209559","North Steyne opp Ceramic Lane","-33.78829","151.287462","","","1",""
"209560","North Steyne SLSC, Pine St","-33.790708","151.287081","","","1",""
"209561","North Steyne at Carlton St","-33.792509","151.286901","","","1",""
"209563","Stella Maris College, Collingwood St, Stand A","-33.786885","151.285865","","","1",""
"209564","Stella Maris College, Collingwood St, Stand B","-33.786797","151.286028","","","1",""
"209565","Stella Maris College, Eurobin St, Stand C","-33.786616","151.286","","","1",""
"209566","Stella Maris College, Eurobin St, Stand D","-33.786524","151.285839","","","1",""
"209568","Stella Maris College, Eurobin St, Stand E","-33.78644","151.285705","","","1",""
"209569","Andrew Boy Charlton Aquatic Centre, Kenneth Rd","-33.788551","151.278891","","","1",""
"209570","Manly Hospital, Darley Rd","-33.805213","151.294102","","","1",""
"209571","St Pauls College, Darley Rd","-33.805155","151.29304","","","1",""
"209572","Manly Oval, Raglan St","-33.795314","151.283335","","","1",""
"209574","Quinton Rd at Raglan St","-33.794737","151.281687","","","1",""
"209576","North Steyne opp Raglan St","-33.796055","151.287756","","","1",""
"209577","North Head Scenic Dr opp North Head Sanctuary","-33.818397","151.295021","","","1",""
"209578","Manly Wharf, West Esplanade, Stand B","-33.798912","151.283646","","","1",""
"209579","Manly Wharf, East Esplanade, Stand C","-33.799428","151.284558","","","1",""
"209581","Manly Wharf, West Esplanade, Stand D","-33.799009","151.284206","","","1",""
"209582","Addison Rd at Osborne Rd","-33.8035","151.288216","","","1",""
"209584","Darley Rd opp Manly Hospital","-33.80524","151.293457","","","1",""
"209585","Stuart St at Cove Ave","-33.803935","151.285316","","","1",""
"209586","Manly Wharf Hotel, East Esplanade","-33.800125","151.285727","","","1",""
"209587","North Head Scenic Rd opp Collins Beach Rd","-33.808569","151.296689","","","1",""
"209589","Addison Rd at Darley Rd","-33.802678","151.289352","","","1",""
"209590","Darley Rd opp Marshall St","-33.804398","151.291122","","","0",""
"209591","Darley Rd opp Vivian St","-33.804058","151.290656","","","0",""
"209592","Stuart St opp Cove Ave","-33.804106","151.285673","","","1",""
"209611","Oliver St before Cavill St","-33.779864","151.281588","","","1",""
"209612","Harbord Rd opp William St","-33.770124","151.278964","","","1",""
